,age,workclass,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,income
337,25,Local-gov,13,Never-married,Prof-specialty,Not-in-family,White,0,0,0,40,0
338,25,Private,9,Married-civ-spouse,Other-service,Husband,White,1,0,0,40,0
339,43,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,1,1,0,46,0
340,38,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,0
341,32,Private,10,Married-civ-spouse,Sales,Husband,White,1,1,0,40,1
342,52,Private,10,Divorced,Exec-managerial,Not-in-family,White,0,0,0,40,0
343,59,Private,9,Married-civ-spouse,Other-service,Husband,White,1,0,0,40,0
344,30,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,40,1
345,40,Self-emp-not-inc,10,Divorced,Sales,Not-in-family,White,1,0,0,40,0
346,46,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,1
347,32,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Wife,White,0,0,0,27,0
348,50,Private,9,Never-married,Other-service,Not-in-family,White,0,0,0,25,0
349,36,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,1,0,40,0
350,21,Private,10,Never-married,Adm-clerical,Own-child,White,0,0,0,12,0
351,32,Private,9,Divorced,Other-service,Unmarried,White,0,0,0,51,0
352,49,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,0
353,48,Private,10,Divorced,Exec-managerial,Unmarried,White,0,0,0,40,0
354,31,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,1,1,0,40,1
355,66,,9,Widowed,,Not-in-family,White,0,1,0,22,0
356,35,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,1
357,34,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,0
358,29,Private,10,Never-married,Other-service,Own-child,White,0,0,0,40,0
359,36,Self-emp-not-inc,10,Widowed,Prof-specialty,Unmarried,White,0,0,0,26,0
360,44,Private,10,Separated,Exec-managerial,Not-in-family,White,0,0,0,40,0
361,31,Private,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,40,0
362,47,Local-gov,14,Never-married,Prof-specialty,Not-in-family,White,0,2,0,40,0
363,40,Private,10,Divorced,Adm-clerical,Not-in-family,White,1,0,0,40,0
364,53,Private,14,Married-civ-spouse,Prof-specialty,Wife,White,0,0,0,12,1
365,27,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,0,2707,0,40,0
366,29,Private,9,Separated,Other-service,Unmarried,White,0,0,0,40,0
367,25,Private,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,40,0
368,24,Self-emp-not-inc,13,Never-married,Farming-fishing,Own-child,White,1,0,0,20,0
369,55,Private,3,Divorced,Handlers-cleaners,Not-in-family,White,0,4448,0,40,0
370,32,Private,12,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,0
371,34,Private,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,0
372,51,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,1
373,33,Private,10,Married-civ-spouse,Craft-repair,Husband,White,1,2,0,40,1
374,30,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,1,2,0,40,0
375,50,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,50,1
376,23,?,9,Never-married,?,Not-in-family,White,0,1,0,24,0
377,29,Private,13,Never-married,Exec-managerial,Not-in-family,White,1,0,0,50,1
378,23,Private,10,Never-married,Sales,Not-in-family,White,0,2,0,20,0
379,31,Private,13,Never-married,Adm-clerical,Not-in-family,White,0,2,0,40,0
380,32,Private,12,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,0
381,26,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,3005,0,45,0
382,46,Private,14,Divorced,Prof-specialty,Not-in-family,White,1,0,0,50,0
383,45,Self-emp-not-inc,13,Divorced,Prof-specialty,Not-in-family,White,1,2,0,50,0
384,22,Private,9,Never-married,Transport-moving,Own-child,White,1,0,0,23,0
385,25,Private,5,Never-married,Craft-repair,Own-child,White,1,0,0,40,0
386,48,Self-emp-not-inc,13,Never-married,Prof-specialty,Not-in-family,White,1,0,0,50,1
387,52,Self-emp-not-inc,9,Married-civ-spouse,?,Husband,White,1,0,0,40,0
388,34,Private,5,Never-married,Machine-op-inspct,Other-relative,Black,1,1,0,40,0
389,40,Private,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,50,1
390,59,Private,9,Married-civ-spouse,Other-service,Husband,White,1,0,0,40,0
391,32,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,1,4241,0,40,0
392,19,Private,10,Never-married,Sales,Own-child,White,0,0,0,41,0
393,29,Private,9,Separated,Other-service,Unmarried,White,0,1,0,40,0
394,61,Self-emp-not-inc,9,Divorced,Exec-managerial,Not-in-family,White,1,2,0,40,0
395,49,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,1,1,0,40,0
396,28,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,1
397,55,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,1,1,0,40,1
398,35,Private,9,Divorced,Machine-op-inspct,Unmarried,White,0,1,0,40,0
399,26,Private,10,Never-married,Handlers-cleaners,Own-child,White,1,0,0,40,0
400,27,Private,10,Never-married,Adm-clerical,Own-child,White,1,0,0,40,0
401,37,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,1,3420,0,40,1
402,34,Private,13,Married-civ-spouse,Sales,Husband,White,1,1,0,40,0
403,52,Private,10,Married-civ-spouse,Exec-managerial,Not-in-family,White,1,1,0,40,0
404,20,Local-gov,13,Never-married,Prof-specialty,Own-child,White,0,0,0,19,0
405,27,Private,9,Never-married,Handlers-cleaners,Not-in-family,White,1,1,0,40,0
406,58,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,0
407,34,Private,10,Never-married,Sales,Unmarried,White,0,0,0,56,0
408,31,Private,10,Divorced,Handlers-cleaners,Unmarried,White,1,0,0,40,0
409,35,Self-emp-not-inc,10,Divorced,Farming-fishing,Unmarried,White,1,0,0,40,0
410,40,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,0
411,31,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,1,2,0,40,1
412,18,Private,13,Never-married,Sales,Own-child,White,1,1,0,11,0
413,29,Private,13,Never-married,Adm-clerical,Not-in-family,White,0,0,0,40,0
414,57,Private,9,Married-civ-spouse,Other-service,Wife,White,0,0,0,19,0
415,49,Self-emp-not-inc,13,Divorced,Prof-specialty,Unmarried,White,1,0,0,40,0
416,28,Private,10,Never-married,Sales,Not-in-family,White,0,0,0,40,0
417,60,Private,9,Divorced,Transport-moving,Not-in-family,White,1,0,0,40,0
418,35,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,1,1,0,40,0
419,29,Private,9,Divorced,Sales,Not-in-family,White,1,0,0,50,0
420,43,Private,10,Divorced,Machine-op-inspct,Unmarried,White,0,0,0,40,0
421,22,Private,12,Never-married,Tech-support,Not-in-family,White,1,0,0,45,1
422,26,Private,9,Never-married,Handlers-cleaners,Not-in-family,White,0,3,0,40,0
423,35,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,1
424,53,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,0
425,49,Private,10,Divorced,Exec-managerial,Not-in-family,White,0,0,0,40,0
426,33,Private,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,1
427,20,Private,9,Never-married,Adm-clerical,Own-child,White,0,0,0,25,0
428,55,Private,9,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,1,3019,0,40,0
429,28,Private,10,Never-married,Sales,Not-in-family,White,1,0,0,40,0
430,37,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,1,3294,0,40,1
431,33,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,0,0,0,40,1
432,19,,10,Never-married,?,Own-child,White,1,1,0,13,0
433,23,Private,9,Never-married,Other-service,Not-in-family,White,1,0,0,40,0
434,37,Private,2,Divorced,Other-service,Other-relative,White,0,1,0,40,0
435,69,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,1,2,0,50,0
436,33,Private,9,Divorced,Machine-op-inspct,Own-child,White,1,0,0,40,0
437,34,Self-emp-not-inc,13,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,40,0
438,51,Private,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,40,0
439,33,Private,9,Never-married,Handlers-cleaners,Not-in-family,White,1,2,0,40,0
440,71,,9,Married-civ-spouse,,Husband,White,1,4,0,40,0
441,50,Local-gov,10,Divorced,Exec-managerial,Not-in-family,White,1,0,0,40,0
442,30,Private,13,Never-married,Sales,Not-in-family,White,0,0,0,40,0
443,31,Private,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,0
444,65,State-gov,14,Married-civ-spouse,Prof-specialty,Wife,White,1,2,0,8,0
445,29,Private,12,Never-married,Sales,Not-in-family,White,1,1,0,40,0
446,29,Private,13,Never-married,Prof-specialty,Not-in-family,White,1,0,0,40,0
447,19,Private,7,Never-married,Craft-repair,Own-child,White,1,0,0,23,0
448,38,Private,12,Divorced,Adm-clerical,Not-in-family,White,1,0,0,40,0
449,21,Private,10,Never-married,Other-service,Own-child,White,1,0,0,16,0
450,23,Private,9,Never-married,Craft-repair,Not-in-family,White,1,1,0,40,0
451,43,Self-emp-not-inc,10,Divorced,Exec-managerial,Not-in-family,White,0,0,0,40,0
452,50,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,3159,0,40,1
453,66,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,21,0
454,50,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,0
455,70,Private,9,Divorced,Adm-clerical,Not-in-family,White,1,20,0,40,0
456,45,Federal-gov,13,Divorced,Adm-clerical,Not-in-family,White,0,0,0,40,0
457,36,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,0
458,23,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,0,3,0,40,0
459,22,,10,Never-married,,Own-child,White,0,0,0,22,0
460,36,Private,10,Divorced,Machine-op-inspct,Unmarried,White,0,0,0,40,0
461,26,Private,9,Divorced,Adm-clerical,Not-in-family,White,0,1,0,40,0
462,19,Private,9,Never-married,Adm-clerical,Own-child,White,1,0,0,16,0
463,35,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,1
464,48,Private,13,Divorced,Exec-managerial,Not-in-family,White,1,1,0,40,0
465,23,Private,10,Never-married,Other-service,Own-child,White,1,0,0,40,0
466,33,Federal-gov,9,Never-married,Machine-op-inspct,Not-in-family,Black,0,0,0,40,0
467,35,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,0
468,25,Private,13,Never-married,Exec-managerial,Not-in-family,White,1,0,0,40,0
469,18,Private,7,Never-married,Sales,Not-in-family,White,1,0,0,20,0
470,21,Private,10,Never-married,Adm-clerical,Own-child,White,0,2,0,40,0
471,28,Private,10,Never-married,Transport-moving,Not-in-family,White,1,1,0,40,0
472,18,Private,9,Never-married,Handlers-cleaners,Own-child,White,1,0,0,22,0
473,47,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,1
474,32,Private,7,Never-married,Handlers-cleaners,Not-in-family,White,1,4,0,40,0
475,48,Private,10,Divorced,Exec-managerial,Not-in-family,White,1,0,0,40,0
476,21,Private,10,Never-married,Other-service,Own-child,White,1,0,0,25,0
477,48,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,40,1
478,50,Self-emp-inc,13,Married-civ-spouse,Sales,Husband,White,1,1,0,50,1
479,42,Self-emp-not-inc,13,Separated,Farming-fishing,Not-in-family,White,1,0,0,40,0
480,26,Self-emp-not-inc,10,Never-married,Prof-specialty,Unmarried,White,0,1,0,22,0
481,45,Self-emp-inc,14,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,50,1
482,45,Private,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,40,0
483,37,Private,9,Married-civ-spouse,Transport-moving,Husband,White,1,2,0,40,0
484,29,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,1,1,0,40,0
485,55,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,1,2,0,40,1
486,28,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,2,0,40,0
487,40,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,1,1,0,40,1
488,30,Private,9,Never-married,Craft-repair,Not-in-family,White,1,1,0,40,0
489,42,Private,14,Divorced,Prof-specialty,Not-in-family,White,1,0,0,40,1
490,37,Private,10,Divorced,Adm-clerical,Not-in-family,White,0,2,0,40,0
491,31,Private,13,Married-civ-spouse,Sales,Husband,White,1,0,0,40,0
492,33,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,1,1,0,40,0
493,35,Private,9,Divorced,Other-service,Unmarried,White,0,0,0,40,0
494,38,,9,Divorced,,Unmarried,White,0,0,0,40,0
495,24,Private,9,Never-married,Machine-op-inspct,Own-child,White,1,0,0,40,0
496,48,Private,9,Divorced,Machine-op-inspct,Not-in-family,White,1,2,1705,40,0
497,17,Private,10,Never-married,Sales,Own-child,White,0,0,0,24,0
498,31,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,1,1,1860,40,0
499,28,Private,10,Married-civ-spouse,Exec-managerial,Wife,White,0,0,1877,40,1
500,27,Private,10,Never-married,Tech-support,Not-in-family,White,0,0,0,40,0
501,44,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,1,15092,0,50,1
502,49,Self-emp-not-inc,13,Divorced,Exec-managerial,Not-in-family,White,1,1,0,50,0
503,55,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,1,0,0,50,1
504,54,Private,13,Divorced,Exec-managerial,Not-in-family,White,0,5,0,45,1
505,38,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,3575,0,40,0
506,65,Self-emp-not-inc,16,Married-civ-spouse,Prof-specialty,Wife,White,1,0,0,12,1
507,27,Private,9,Divorced,Machine-op-inspct,Unmarried,White,0,0,0,40,0
508,25,Private,13,Never-married,Adm-clerical,Own-child,White,0,1,0,40,0
509,29,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,0,0,0,40,0
510,19,Private,8,Never-married,Handlers-cleaners,Own-child,White,1,0,0,40,0
511,33,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,1,1,0,40,1
512,62,?,13,Married-civ-spouse,?,Husband,White,1,0,0,9,1
513,33,Self-emp-not-inc,10,Married-civ-spouse,Sales,Husband,White,1,0,0,40,0
514,36,Private,10,Divorced,Adm-clerical,Unmarried,White,0,0,0,40,0
515,33,Private,9,Never-married,Adm-clerical,Not-in-family,White,0,4,0,40,0
516,29,Private,9,Divorced,Adm-clerical,Unmarried,White,0,1,0,40,0
517,23,Private,10,Never-married,Prof-specialty,Own-child,White,0,0,0,19,0
518,28,Private,10,Never-married,Adm-clerical,Not-in-family,White,0,0,0,40,0
519,36,Private,9,Divorced,Craft-repair,Unmarried,White,1,0,0,40,0
520,63,Self-emp-not-inc,5,Married-spouse-absent,Other-service,Not-in-family,White,0,0,0,40,0
521,29,Private,9,Divorced,Craft-repair,Not-in-family,White,1,1,0,40,0
522,50,Private,10,Widowed,Exec-managerial,Unmarried,White,0,1,0,40,0
523,33,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,40,1
524,36,Private,10,Separated,Exec-managerial,Not-in-family,White,1,13813,0,40,1
525,30,Private,9,Married-civ-spouse,Protective-serv,Husband,White,1,0,0,40,0
526,39,Private,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,1
527,36,Private,10,Divorced,Craft-repair,Not-in-family,White,1,2770,0,40,1
528,52,Private,13,Divorced,Craft-repair,Not-in-family,White,1,0,0,40,0
529,38,Private,16,Never-married,Prof-specialty,Not-in-family,White,0,0,0,40,1
530,18,,10,Never-married,,Own-child,White,1,0,0,23,0
531,32,Private,5,Never-married,Craft-repair,Not-in-family,White,1,1,0,40,0
532,58,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,48,0
533,44,Self-emp-not-inc,10,Divorced,Sales,Unmarried,White,1,0,0,40,0
534,33,Private,10,Never-married,Adm-clerical,Not-in-family,White,1,4,0,40,0
535,49,Private,10,Never-married,Exec-managerial,Not-in-family,White,0,12,0,50,1
536,25,Private,10,Never-married,Other-service,Not-in-family,White,0,0,0,40,0
537,24,Private,9,Never-married,Adm-clerical,Not-in-family,White,1,5,0,13,0
538,23,Private,9,Never-married,Other-service,Unmarried,White,0,0,0,40,0
539,30,Private,10,Never-married,Prof-specialty,Unmarried,White,0,0,0,40,0
540,48,Self-emp-inc,16,Married-civ-spouse,Prof-specialty,Husband,White,1,4,0,50,1
541,62,Self-emp-not-inc,4,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,0
542,41,State-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,1,2,0,40,1
543,28,Private,9,Never-married,Craft-repair,Not-in-family,White,1,1,0,40,0
544,33,Private,9,Married-civ-spouse,Transport-moving,Husband,White,1,2,0,40,0
545,50,Private,10,Married-civ-spouse,Prof-specialty,Wife,White,0,0,0,40,1
546,53,Private,10,Divorced,Adm-clerical,Unmarried,White,0,1,0,40,0
547,46,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,1,1,0,50,1
548,31,Private,9,Never-married,Transport-moving,Not-in-family,White,1,0,0,40,0
549,19,Private,10,Never-married,Handlers-cleaners,Own-child,White,1,0,0,23,0
550,29,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,0
551,44,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,50,1
552,35,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,0,0,0,40,1
553,36,Private,13,Never-married,Prof-specialty,Unmarried,White,0,2,0,40,0
554,22,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,0,0,0,40,0
555,29,Private,10,Married-civ-spouse,Sales,Husband,White,1,1,0,50,0
556,31,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,1,2,0,40,1
557,35,Private,9,Never-married,Handlers-cleaners,Unmarried,White,1,0,0,40,0
558,30,Private,9,Never-married,Exec-managerial,Not-in-family,White,1,3,0,45,0
559,31,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,46,0
560,50,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,1,2,0,40,1
561,27,Private,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,40,0
562,26,Private,7,Married-civ-spouse,Other-service,Husband,White,1,0,0,40,0
563,35,Private,13,Married-civ-spouse,Tech-support,Not-in-family,White,1,2,0,40,0
564,37,Private,10,Divorced,Exec-managerial,Unmarried,White,0,0,0,40,0
565,27,Private,10,Never-married,Adm-clerical,Own-child,Black,1,0,0,40,0
566,21,Private,10,Never-married,Craft-repair,Own-child,White,1,0,0,22,0
567,28,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,1,2,0,40,1
568,20,Private,9,Never-married,Other-service,Own-child,White,1,0,0,20,0
569,24,Private,10,Never-married,Sales,Not-in-family,White,1,2,0,40,0
570,42,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,1,7305,0,40,1
571,30,Private,9,Married-civ-spouse,Other-service,Husband,White,1,0,0,40,0
572,46,Private,12,Divorced,Adm-clerical,Not-in-family,White,0,0,0,40,0
573,32,Private,9,Divorced,Handlers-cleaners,Not-in-family,White,1,0,0,40,0
574,55,Private,9,Married-civ-spouse,Transport-moving,Husband,White,1,8,0,40,1
575,42,Local-gov,13,Divorced,Prof-specialty,Not-in-family,White,0,0,0,38,0
576,57,Self-emp-not-inc,5,Married-civ-spouse,Craft-repair,Husband,White,1,2,0,50,0
577,20,Private,9,Never-married,Craft-repair,Own-child,White,1,3,0,40,0
578,32,Private,9,Separated,Adm-clerical,Unmarried,White,0,0,0,40,0
579,25,Private,10,Never-married,Exec-managerial,Not-in-family,White,1,0,0,40,0
580,52,?,9,Married-civ-spouse,?,Husband,White,1,0,0,40,0
581,52,Private,10,Widowed,Adm-clerical,Unmarried,White,0,0,0,22,0
582,27,Private,9,Divorced,Machine-op-inspct,Unmarried,White,0,0,0,40,0
583,31,Private,10,Divorced,Sales,Unmarried,White,0,0,0,40,0
584,43,Private,7,Divorced,Craft-repair,Not-in-family,White,1,1,0,40,0
585,64,?,9,Married-civ-spouse,?,Husband,White,1,1,0,40,0
586,20,Private,9,Never-married,Adm-clerical,Own-child,White,1,0,0,15,0
587,20,Private,9,Never-married,Adm-clerical,Unmarried,White,0,2,0,34,0
588,38,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,1,3,0,50,0
589,53,Private,9,Divorced,Craft-repair,Not-in-family,White,1,3,0,40,0
590,63,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,1,23,0,22,0
591,41,Private,10,Divorced,Craft-repair,Not-in-family,White,1,0,0,40,0
592,21,Private,7,Never-married,Handlers-cleaners,Own-child,White,1,0,0,40,0
593,28,Private,12,Never-married,Protective-serv,Not-in-family,White,1,0,0,40,0
594,26,Private,7,Married-civ-spouse,Handlers-cleaners,Other-relative,White,0,1,0,40,0
595,17,Private,9,Never-married,Handlers-cleaners,Own-child,White,1,0,0,40,0
596,62,,9,Divorced,,Not-in-family,White,0,0,0,40,0
597,66,Private,10,Widowed,Other-service,Unmarried,White,0,1,0,20,0
598,44,Private,13,Divorced,Prof-specialty,Not-in-family,White,1,0,0,40,0
599,43,Private,10,Divorced,Craft-repair,Not-in-family,White,1,0,0,40,0
600,28,Private,10,Never-married,Other-service,Not-in-family,White,1,3,0,40,0
601,31,Private,9,Divorced,Exec-managerial,Not-in-family,White,1,0,0,40,0
602,19,Private,10,Never-married,Adm-clerical,Own-child,White,1,1,1699,20,0
603,32,Private,10,Separated,Adm-clerical,Unmarried,White,0,1,0,40,0
604,22,Private,10,Never-married,Other-service,Own-child,White,1,1,0,40,0
605,27,Private,13,Never-married,Prof-specialty,Own-child,White,0,0,0,40,0
606,33,Private,13,Never-married,Prof-specialty,Not-in-family,White,1,0,0,40,0
607,26,Private,9,Never-married,Transport-moving,Not-in-family,White,1,0,0,25,0
608,53,Private,9,Married-civ-spouse,Transport-moving,Husband,White,1,1,0,40,0
