age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,income
22,Private,63,43,Divorced,b,Not-in-family,Other,Female,14,35,65,1
30,Local-gov,48,7,Never-married,n,Husband,Black,Female,70,41,93,1
17,Self-emp-inc,95,58,Never-married,f,Unmarried,White,Female,87,27,33,0
70,Private,41,70,Never-married,k,Own-child,White,Male,33,84,4,1
71,Local-gov,67,85,Separated,i,Not-in-family,Asian-Pac-Islander,Female,100,26,13,0
18,Local-gov,59,69,Never-married,i,Not-in-family,Black,Female,58,39,89,1
92,Private,14,37,Married-spouse-absent,f,Not-in-family,Black,Female,75,66,92,1
43,Never-worked,3,94,Separated,l,Wife,Other,Male,34,30,98,1
83,Without-pay,25,52,Married-AF-spouse,q,Wife,Other,Female,16,0,7,1
49,Local-gov,34,35,Never-married,k,Not-in-family,White,Male,30,78,46,1
41,Local-gov,63,12,Married-civ-spouse,c,Husband,Black,Female,42,9,63,1
93,?,81,52,Widowed,a,Husband,White,Female,43,64,30,1
46,Federal-gov,16,0,Widowed,o,Husband,Amer-Indian-Eskimo,Male,39,58,13,1
21,Never-worked,59,41,Separated,m,Unmarried,Amer-Indian-Eskimo,Female,44,93,67,0
73,Local-gov,52,49,Separated,a,Wife,Other,Female,26,69,82,1
89,Without-pay,42,80,Never-married,j,Own-child,Amer-Indian-Eskimo,Female,36,99,70,0
96,Federal-gov,28,50,Married-spouse-absent,n,Own-child,Black,Male,85,87,41,1
91,Private,34,75,Divorced,m,Other-relative,Black,Male,48,7,50,0
73,Without-pay,50,53,Married-spouse-absent,p,Other-relative,Black,Female,40,63,67,0
28,Never-worked,48,55,Widowed,x,Husband,White,Male,100,50,60,0
81,Private,41,26,Married-spouse-absent,u,Unmarried,Amer-Indian-Eskimo,Female,68,32,12,1
58,Private,95,97,Separated,g,Husband,Other,Male,43,25,94,0
0,Never-worked,29,26,Separated,e,Husband,Amer-Indian-Eskimo,Female,90,38,53,0
86,Self-emp-inc,87,20,Never-married,y,Other-relative,White,Female,97,57,91,1
63,Local-gov,8,7,Separated,o,Unmarried,Asian-Pac-Islander,Female,19,36,86,0
16,?,78,18,Widowed,i,Other-relative,White,Female,59,62,70,1
36,Without-pay,28,77,Separated,q,Other-relative,Black,Female,32,26,28,1
94,State-gov,55,20,Married-AF-spouse,p,Own-child,Black,Female,76,96,58,1
24,Federal-gov,43,56,Married-civ-spouse,k,Unmarried,Asian-Pac-Islander,Female,41,83,88,0
63,Local-gov,31,50,Separated,o,Not-in-family,Asian-Pac-Islander,Male,96,31,37,1
67,?,68,7,Separated,v,Other-relative,Black,Male,12,36,13,1
51,State-gov,22,60,Married-civ-spouse,m,Unmarried,Asian-Pac-Islander,Male,53,0,51,1
8,Private,26,99,Divorced,h,Husband,Black,Female,85,41,37,0
56,Private,59,74,Divorced,o,Not-in-family,Amer-Indian-Eskimo,Male,92,28,42,1
91,Private,37,14,Married-civ-spouse,m,Not-in-family,Black,Male,98,73,77,0
93,State-gov,82,5,Widowed,r,Wife,Amer-Indian-Eskimo,Female,24,61,82,1
87,Self-emp-not-inc,10,26,Divorced,e,Wife,Other,Female,51,78,74,0
32,Never-worked,1,89,Separated,v,Unmarried,Asian-Pac-Islander,Male,34,91,55,1
19,Private,90,41,Widowed,p,Not-in-family,Other,Female,86,50,94,1
72,?,33,7,Married-spouse-absent,m,Own-child,Other,Female,0,97,54,0
71,State-gov,91,49,Married-AF-spouse,e,Other-relative,White,Male,71,73,85,1
87,Private,82,31,Never-married,x,Unmarried,White,Male,18,28,47,0
13,Never-worked,57,53,Married-spouse-absent,g,Unmarried,Amer-Indian-Eskimo,Female,38,80,93,1
58,Self-emp-not-inc,91,6,Separated,a,Husband,Asian-Pac-Islander,Male,77,76,99,1
81,Local-gov,72,85,Widowed,h,Own-child,Black,Female,2,80,72,0
55,Federal-gov,16,87,Widowed,p,Own-child,Other,Female,3,11,57,1
64,Local-gov,95,5,Widowed,l,Other-relative,Asian-Pac-Islander,Female,96,53,4,0
75,Never-worked,4,96,Married-civ-spouse,j,Wife,Other,Male,97,52,7,1
92,Never-worked,20,79,Widowed,o,Other-relative,Asian-Pac-Islander,Female,60,62,57,1
36,?,26,20,Widowed,t,Unmarried,Black,Male,11,98,50,1
25,Self-emp-inc,73,85,Divorced,e,Own-child,Asian-Pac-Islander,Male,64,55,98,0
32,Self-emp-not-inc,69,87,Divorced,x,Wife,White,Female,21,85,22,1
42,Self-emp-not-inc,47,93,Widowed,b,Husband,Amer-Indian-Eskimo,Female,80,40,34,0
14,Self-emp-inc,29,78,Widowed,z,Wife,Black,Male,47,36,10,1
86,Self-emp-not-inc,44,0,Never-married,s,Wife,Black,Male,90,43,79,0
28,State-gov,71,11,Married-spouse-absent,s,Unmarried,Asian-Pac-Islander,Female,98,81,79,0
20,Never-worked,1,53,Married-spouse-absent,x,Own-child,Amer-Indian-Eskimo,Male,14,55,9,1
82,?,19,97,Never-married,h,Other-relative,Black,Female,13,28,7,0
68,Private,46,71,Married-civ-spouse,n,Unmarried,Amer-Indian-Eskimo,Male,42,60,4,0
22,Never-worked,18,51,Married-spouse-absent,r,Not-in-family,Asian-Pac-Islander,Female,69,97,6,0
99,Private,91,8,Widowed,r,Husband,Asian-Pac-Islander,Male,32,38,79,0
83,?,38,44,Married-AF-spouse,r,Own-child,Amer-Indian-Eskimo,Male,45,34,7,1
7,Without-pay,10,76,Divorced,o,Own-child,Other,Female,98,88,65,1
72,Never-worked,30,97,Never-married,t,Other-relative,White,Male,76,84,44,0
61,Federal-gov,85,59,Separated,p,Wife,Black,Male,59,5,54,1
13,Federal-gov,31,42,Married-AF-spouse,w,Other-relative,White,Male,70,27,59,1
5,Private,48,50,Never-married,b,Wife,Black,Female,65,58,18,0
0,Local-gov,58,12,Widowed,y,Unmarried,Amer-Indian-Eskimo,Male,25,19,63,1
8,Local-gov,62,49,Married-spouse-absent,z,Own-child,Amer-Indian-Eskimo,Female,85,15,2,0
79,Self-emp-inc,50,33,Married-civ-spouse,g,Other-relative,White,Female,12,97,75,0
79,Federal-gov,48,18,Never-married,e,Not-in-family,Other,Male,88,74,66,0
53,Self-emp-not-inc,92,79,Married-civ-spouse,l,Not-in-family,Asian-Pac-Islander,Female,67,60,78,1
11,Federal-gov,68,46,Never-married,k,Wife,Other,Male,93,56,6,0
4,Federal-gov,25,17,Never-married,a,Husband,Amer-Indian-Eskimo,Male,31,78,35,1
39,Never-worked,13,33,Widowed,w,Unmarried,Black,Male,48,52,17,0
92,Self-emp-inc,27,81,Never-married,l,Wife,Other,Male,42,83,66,1
45,Local-gov,71,21,Married-AF-spouse,t,Wife,Other,Female,17,10,43,0
26,Federal-gov,25,16,Married-spouse-absent,e,Husband,Amer-Indian-Eskimo,Male,86,55,12,0
74,Never-worked,4,97,Separated,t,Own-child,Black,Female,91,10,44,1
52,Self-emp-not-inc,67,21,Separated,j,Not-in-family,Amer-Indian-Eskimo,Male,5,83,77,0
49,Local-gov,75,58,Widowed,m,Own-child,Other,Female,95,65,72,0
91,Self-emp-not-inc,49,19,Married-spouse-absent,k,Wife,Black,Male,80,87,40,0
51,Local-gov,37,83,Married-civ-spouse,a,Husband,Black,Female,6,18,15,0
99,Private,77,51,Divorced,m,Other-relative,Amer-Indian-Eskimo,Female,84,92,29,0
18,Self-emp-not-inc,88,66,Married-AF-spouse,j,Wife,White,Male,19,31,65,0
34,Without-pay,29,77,Widowed,t,Not-in-family,Amer-Indian-Eskimo,Female,0,95,73,0
51,State-gov,46,45,Separated,c,Not-in-family,Amer-Indian-Eskimo,Female,35,4,42,0
30,Self-emp-not-inc,5,12,Married-spouse-absent,a,Unmarried,Other,Male,34,48,72,1
53,State-gov,84,91,Separated,l,Other-relative,White,Male,29,74,54,1
58,Federal-gov,45,98,Married-spouse-absent,g,Wife,White,Female,80,47,34,0
43,Local-gov,62,37,Married-spouse-absent,s,Unmarried,Other,Male,77,46,15,0
55,Local-gov,69,79,Widowed,x,Own-child,Other,Male,27,44,14,1
18,Private,83,92,Married-spouse-absent,h,Other-relative,Black,Female,14,50,97,0
45,Federal-gov,39,37,Married-AF-spouse,s,Husband,Other,Female,100,11,84,0
87,?,99,8,Married-civ-spouse,w,Other-relative,White,Male,68,66,86,1
65,Self-emp-not-inc,2,70,Widowed,k,Other-relative,Black,Female,9,36,42,1
70,Without-pay,79,99,Married-spouse-absent,q,Own-child,Asian-Pac-Islander,Male,11,54,26,1
53,Without-pay,58,79,Separated,i,Own-child,White,Male,71,5,93,1
48,?,63,72,Married-civ-spouse,w,Wife,White,Male,13,6,31,1
94,Private,64,99,Married-AF-spouse,q,Not-in-family,White,Female,100,4,67,0
59,Self-emp-inc,46,80,Separated,s,Husband,Other,Female,64,18,38,0
80,Never-worked,17,47,Separated,p,Husband,White,Female,17,17,87,1
26,Federal-gov,72,42,Married-AF-spouse,f,Wife,Amer-Indian-Eskimo,Male,22,66,4,0
35,Local-gov,36,89,Divorced,x,Own-child,Amer-Indian-Eskimo,Female,85,46,64,1
58,Local-gov,94,72,Divorced,x,Husband,Asian-Pac-Islander,Female,6,68,53,0
49,?,28,53,Married-spouse-absent,a,Other-relative,Black,Female,19,59,0,0
73,?,65,1,Separated,n,Unmarried,White,Female,2,3,18,0
44,State-gov,3,86,Never-married,c,Wife,Amer-Indian-Eskimo,Male,56,9,80,1
13,Self-emp-not-inc,33,50,Married-AF-spouse,j,Wife,Amer-Indian-Eskimo,Male,75,51,21,1
70,Local-gov,35,71,Married-civ-spouse,r,Unmarried,Black,Male,32,82,13,0
38,Federal-gov,6,63,Widowed,g,Husband,Black,Male,99,84,60,1
39,Never-worked,12,8,Divorced,h,Other-relative,Asian-Pac-Islander,Male,99,6,37,1
8,Self-emp-inc,36,71,Married-civ-spouse,l,Husband,White,Male,64,30,35,1
13,?,98,67,Separated,r,Other-relative,Asian-Pac-Islander,Male,46,16,50,0
7,Federal-gov,29,61,Never-married,h,Not-in-family,Amer-Indian-Eskimo,Male,82,96,48,0
80,State-gov,11,17,Married-AF-spouse,h,Own-child,Other,Male,52,11,67,1
22,Self-emp-inc,59,98,Married-spouse-absent,m,Wife,White,Female,88,36,49,1
79,Local-gov,91,93,Separated,f,Husband,Other,Male,73,63,16,1
89,Without-pay,44,91,Divorced,x,Not-in-family,Other,Male,77,53,85,1
8,Never-worked,76,79,Widowed,y,Unmarried,Asian-Pac-Islander,Female,45,37,97,1
99,Local-gov,5,9,Widowed,t,Unmarried,Black,Female,18,20,14,1
6,Without-pay,97,39,Never-married,k,Other-relative,White,Female,24,58,80,1
81,Self-emp-inc,38,48,Married-civ-spouse,w,Other-relative,Other,Male,77,51,6,1
71,State-gov,89,76,Separated,x,Own-child,Amer-Indian-Eskimo,Female,25,52,46,0
84,State-gov,68,21,Separated,n,Own-child,Other,Male,97,11,93,1
89,Without-pay,92,89,Widowed,z,Own-child,Amer-Indian-Eskimo,Female,36,44,88,1
66,Self-emp-inc,25,63,Married-AF-spouse,c,Husband,Black,Male,7,95,94,0
60,Without-pay,100,90,Married-spouse-absent,k,Husband,Amer-Indian-Eskimo,Male,40,80,53,1
16,?,84,65,Married-civ-spouse,r,Husband,Amer-Indian-Eskimo,Female,52,13,18,0
56,Self-emp-inc,100,100,Married-spouse-absent,d,Not-in-family,Black,Male,23,11,96,0
23,Self-emp-not-inc,66,93,Married-AF-spouse,t,Not-in-family,Other,Female,64,1,16,1
24,Never-worked,78,14,Married-AF-spouse,k,Unmarried,Asian-Pac-Islander,Male,74,58,85,1
4,Private,33,96,Married-civ-spouse,o,Not-in-family,Amer-Indian-Eskimo,Female,38,39,29,1
100,Private,70,34,Married-civ-spouse,i,Husband,Other,Male,81,89,26,0
49,Self-emp-inc,64,79,Married-civ-spouse,w,Wife,Asian-Pac-Islander,Male,43,69,39,0
87,Never-worked,62,65,Divorced,m,Other-relative,Other,Female,50,45,51,0
30,Self-emp-not-inc,44,37,Married-spouse-absent,m,Not-in-family,Asian-Pac-Islander,Male,80,57,61,0
54,Private,31,84,Divorced,n,Husband,White,Male,1,73,93,0
25,Private,35,82,Divorced,l,Other-relative,Black,Female,14,0,69,1
20,Self-emp-inc,73,78,Married-spouse-absent,u,Wife,Amer-Indian-Eskimo,Male,55,58,68,1
97,Private,61,35,Separated,e,Unmarried,Amer-Indian-Eskimo,Male,62,76,70,0
57,Federal-gov,46,46,Widowed,b,Unmarried,White,Female,48,16,9,0
23,Local-gov,32,97,Separated,g,Own-child,White,Female,60,86,6,0
27,Self-emp-inc,31,100,Widowed,i,Not-in-family,Black,Female,39,19,6,0
29,State-gov,63,26,Never-married,q,Own-child,Amer-Indian-Eskimo,Male,20,25,35,1
33,?,93,25,Separated,m,Wife,Other,Male,0,60,45,1
53,Federal-gov,5,10,Divorced,e,Husband,Asian-Pac-Islander,Male,16,12,20,1
51,State-gov,55,51,Widowed,s,Other-relative,Other,Male,0,87,47,1
86,Self-emp-inc,0,5,Never-married,i,Unmarried,Black,Male,16,77,98,1
7,Local-gov,70,38,Separated,b,Not-in-family,Amer-Indian-Eskimo,Male,47,22,18,0
9,Self-emp-inc,86,54,Divorced,y,Not-in-family,White,Male,78,79,71,0
54,Federal-gov,94,63,Married-civ-spouse,l,Unmarried,Asian-Pac-Islander,Male,4,14,31,0
0,Never-worked,12,2,Widowed,n,Unmarried,White,Female,96,27,89,0
83,Self-emp-inc,50,11,Married-civ-spouse,e,Other-relative,Black,Female,51,6,0,1
36,Self-emp-inc,30,95,Divorced,x,Not-in-family,Black,Male,78,16,18,1
81,Self-emp-not-inc,100,20,Never-married,s,Not-in-family,White,Female,63,26,29,1
20,Without-pay,87,53,Divorced,t,Other-relative,Black,Male,3,81,72,0
3,State-gov,95,45,Married-spouse-absent,z,Not-in-family,Asian-Pac-Islander,Male,53,61,27,1
42,Without-pay,42,98,Divorced,v,Wife,Amer-Indian-Eskimo,Female,6,38,4,1
65,Local-gov,28,71,Married-AF-spouse,f,Own-child,Amer-Indian-Eskimo,Male,46,56,74,0
20,Self-emp-not-inc,24,46,Divorced,t,Own-child,White,Female,9,72,84,1
36,Without-pay,36,84,Widowed,a,Other-relative,Other,Male,88,49,28,0
68,?,6,73,Married-spouse-absent,f,Husband,White,Female,7,85,90,1
80,Federal-gov,13,7,Married-civ-spouse,q,Unmarried,Black,Male,15,26,97,0
47,Local-gov,19,90,Divorced,u,Not-in-family,Amer-Indian-Eskimo,Female,10,86,64,1
10,Never-worked,92,31,Never-married,l,Wife,Asian-Pac-Islander,Female,15,62,16,0
94,Private,65,44,Never-married,h,Wife,Amer-Indian-Eskimo,Male,70,78,41,0
91,Without-pay,72,92,Never-married,c,Unmarried,Asian-Pac-Islander,Female,81,91,64,0
43,Self-emp-not-inc,74,66,Married-civ-spouse,u,Husband,Asian-Pac-Islander,Male,82,63,80,1
63,Self-emp-not-inc,8,50,Married-civ-spouse,b,Other-relative,White,Male,39,42,6,1
31,Never-worked,86,71,Widowed,h,Not-in-family,Asian-Pac-Islander,Female,90,39,53,0
20,Never-worked,40,9,Married-civ-spouse,q,Husband,Amer-Indian-Eskimo,Male,58,25,53,0
70,Federal-gov,74,22,Never-married,m,Wife,Asian-Pac-Islander,Male,16,13,77,0
9,Private,35,100,Married-spouse-absent,f,Own-child,White,Male,4,100,10,1
60,State-gov,94,57,Never-married,d,Other-relative,White,Female,11,78,73,0
91,Private,59,18,Married-AF-spouse,x,Other-relative,Amer-Indian-Eskimo,Male,9,81,88,1
35,Self-emp-inc,92,14,Divorced,d,Wife,Amer-Indian-Eskimo,Female,55,20,54,0
83,Local-gov,78,65,Divorced,p,Not-in-family,Amer-Indian-Eskimo,Male,96,35,45,0
76,Private,69,40,Divorced,l,Own-child,Asian-Pac-Islander,Female,9,69,31,1
18,Local-gov,69,23,Married-AF-spouse,t,Husband,Amer-Indian-Eskimo,Male,44,21,69,1
74,Never-worked,82,97,Never-married,r,Own-child,Asian-Pac-Islander,Male,18,74,57,1
98,Private,37,19,Divorced,b,Wife,White,Female,1,69,59,1
97,Self-emp-inc,38,28,Married-spouse-absent,r,Other-relative,Other,Male,10,2,70,1
43,Self-emp-not-inc,79,86,Separated,y,Own-child,Asian-Pac-Islander,Male,73,54,35,1
3,Self-emp-not-inc,13,9,Married-civ-spouse,m,Not-in-family,Asian-Pac-Islander,Female,83,91,32,1
12,Never-worked,66,87,Never-married,o,Wife,Asian-Pac-Islander,Male,78,78,44,0
100,Local-gov,13,82,Separated,j,Not-in-family,Asian-Pac-Islander,Male,7,39,3,1
58,?,71,19,Married-civ-spouse,q,Other-relative,Other,Male,16,90,68,0
1,Local-gov,79,7,Never-married,b,Other-relative,White,Female,59,43,16,1
0,Local-gov,31,85,Married-civ-spouse,c,Wife,Other,Male,48,94,86,1
39,Private,63,77,Married-AF-spouse,o,Not-in-family,Asian-Pac-Islander,Female,63,71,15,1
24,Self-emp-not-inc,98,20,Married-AF-spouse,s,Unmarried,White,Female,93,27,73,0
58,Never-worked,96,2,Widowed,r,Unmarried,White,Male,17,59,67,1
36,Never-worked,10,55,Separated,z,Husband,White,Male,78,36,84,1
99,Federal-gov,93,26,Married-spouse-absent,y,Wife,Other,Male,100,19,33,1
69,Federal-gov,48,76,Divorced,p,Husband,Asian-Pac-Islander,Male,12,80,33,1
6,?,57,80,Married-civ-spouse,c,Unmarried,Black,Male,1,26,0,1
3,Federal-gov,75,78,Married-spouse-absent,z,Own-child,Black,Female,10,79,100,1
98,?,25,93,Married-spouse-absent,j,Other-relative,Other,Female,48,81,58,0
40,Federal-gov,22,77,Separated,f,Other-relative,Asian-Pac-Islander,Female,36,6,73,1
60,State-gov,59,59,Widowed,s,Unmarried,Black,Female,2,28,53,0
33,Federal-gov,37,10,Never-married,y,Husband,Other,Male,26,76,95,0
28,Local-gov,98,92,Separated,k,Wife,Asian-Pac-Islander,Male,2,61,29,1
68,?,75,59,Married-AF-spouse,j,Other-relative,Black,Male,96,67,17,0
26,State-gov,10,47,Married-civ-spouse,c,Husband,White,Female,62,37,95,0
96,Federal-gov,79,87,Married-AF-spouse,x,Husband,Amer-Indian-Eskimo,Female,22,5,47,0
51,Private,93,35,Separated,w,Other-relative,White,Female,41,50,33,1
73,State-gov,66,9,Married-spouse-absent,u,Unmarried,Asian-Pac-Islander,Male,3,21,72,0
53,Self-emp-inc,13,53,Married-AF-spouse,q,Wife,Asian-Pac-Islander,Male,22,27,40,1
69,Without-pay,86,58,Never-married,u,Wife,Asian-Pac-Islander,Female,53,50,99,1
33,?,23,93,Never-married,v,Husband,Black,Female,26,9,60,0
7,?,62,21,Divorced,o,Unmarried,White,Female,50,3,60,1
94,Without-pay,86,46,Married-spouse-absent,u,Own-child,Black,Female,9,49,20,1
72,Never-worked,7,24,Married-AF-spouse,p,Husband,Amer-Indian-Eskimo,Male,80,55,45,1
84,Never-worked,18,70,Married-AF-spouse,s,Own-child,Asian-Pac-Islander,Male,21,14,56,1
7,Local-gov,100,82,Married-AF-spouse,x,Husband,Asian-Pac-Islander,Male,44,16,0,1
67,Never-worked,3,89,Divorced,q,Wife,White,Female,8,73,82,0
85,Without-pay,85,92,Divorced,v,Husband,White,Female,26,86,82,0
91,State-gov,99,9,Widowed,d,Other-relative,Asian-Pac-Islander,Male,0,56,47,1
67,Local-gov,96,60,Separated,x,Own-child,White,Male,63,69,64,0
84,Self-emp-not-inc,76,100,Divorced,a,Own-child,Other,Female,44,41,13,1
71,Never-worked,8,25,Married-AF-spouse,p,Wife,White,Male,23,77,7,0
83,State-gov,57,5,Never-married,v,Unmarried,Amer-Indian-Eskimo,Female,25,91,98,1
95,?,71,46,Divorced,l,Unmarried,Other,Female,3,74,42,0
0,Without-pay,30,38,Separated,g,Unmarried,White,Female,71,1,22,1
5,Self-emp-inc,30,0,Separated,s,Wife,Black,Female,96,13,66,1
91,Without-pay,61,3,Married-spouse-absent,k,Not-in-family,Asian-Pac-Islander,Male,81,6,24,0
30,Federal-gov,8,0,Married-AF-spouse,i,Other-relative,Black,Male,86,21,34,0
73,Self-emp-not-inc,52,30,Separated,n,Own-child,Amer-Indian-Eskimo,Female,85,12,47,1
83,?,18,88,Married-AF-spouse,y,Own-child,White,Female,60,44,78,1
7,Never-worked,56,93,Married-AF-spouse,a,Own-child,Asian-Pac-Islander,Female,4,33,33,0
21,Self-emp-inc,34,6,Separated,s,Unmarried,Amer-Indian-Eskimo,Male,20,92,60,1
92,State-gov,53,88,Divorced,c,Other-relative,Asian-Pac-Islander,Female,83,17,66,0
8,Self-emp-inc,12,97,Divorced,v,Own-child,Black,Female,5,28,94,0
43,State-gov,67,39,Divorced,g,Wife,Other,Male,60,56,1,1
46,Local-gov,81,51,Married-spouse-absent,i,Wife,Other,Female,52,79,33,1
0,Local-gov,41,97,Divorced,v,Husband,Black,Female,62,66,30,1
51,Never-worked,88,29,Married-civ-spouse,y,Own-child,Black,Male,60,44,31,0
38,?,45,14,Married-spouse-absent,i,Other-relative,White,Male,88,42,57,1
89,Self-emp-inc,65,21,Married-spouse-absent,i,Other-relative,White,Female,24,65,99,0
74,State-gov,94,0,Never-married,x,Other-relative,Other,Female,23,25,7,0
98,Self-emp-inc,59,75,Divorced,b,Unmarried,Black,Female,49,32,50,1
87,Self-emp-inc,74,31,Divorced,e,Not-in-family,Other,Female,55,25,26,1
96,Private,75,46,Married-spouse-absent,u,Husband,Amer-Indian-Eskimo,Male,2,76,99,1
83,Local-gov,74,67,Never-married,z,Own-child,Other,Male,85,83,80,0
26,Never-worked,1,17,Divorced,o,Wife,Amer-Indian-Eskimo,Female,79,91,18,1
78,Local-gov,83,21,Widowed,c,Wife,Black,Male,81,25,53,1
32,Without-pay,71,32,Married-civ-spouse,c,Own-child,White,Male,28,89,20,1
70,Self-emp-inc,76,33,Never-married,q,Wife,Amer-Indian-Eskimo,Female,82,48,74,1
97,Federal-gov,75,10,Married-civ-spouse,c,Own-child,Amer-Indian-Eskimo,Female,8,77,31,0
44,Local-gov,6,92,Married-civ-spouse,y,Own-child,White,Female,32,3,93,0
59,Local-gov,77,97,Widowed,r,Wife,Asian-Pac-Islander,Male,0,87,10,1
57,Local-gov,53,95,Married-AF-spouse,q,Own-child,Black,Female,94,11,75,1
50,Never-worked,58,47,Widowed,g,Other-relative,Other,Male,12,56,6,1
45,Self-emp-inc,89,23,Married-spouse-absent,i,Other-relative,Other,Female,93,71,36,1
4,Self-emp-not-inc,96,81,Divorced,h,Other-relative,Asian-Pac-Islander,Female,20,39,46,0
57,Self-emp-not-inc,8,76,Widowed,d,Unmarried,White,Female,63,61,35,0
93,Without-pay,10,55,Divorced,y,Own-child,Black,Male,14,99,73,1
91,Without-pay,83,57,Never-married,v,Wife,White,Female,53,83,55,0
17,Self-emp-inc,24,4,Widowed,i,Husband,Amer-Indian-Eskimo,Male,18,8,66,1
35,State-gov,75,94,Divorced,x,Unmarried,Amer-Indian-Eskimo,Female,21,14,42,0
66,Without-pay,31,54,Divorced,i,Husband,Amer-Indian-Eskimo,Male,88,19,50,1
20,Self-emp-inc,40,23,Married-spouse-absent,p,Unmarried,Asian-Pac-Islander,Female,29,98,57,1
45,Federal-gov,22,86,Divorced,n,Other-relative,White,Male,29,26,93,0
57,Local-gov,62,32,Married-AF-spouse,k,Husband,Asian-Pac-Islander,Female,35,38,50,0
79,Self-emp-not-inc,95,51,Divorced,h,Wife,Black,Female,67,74,62,1
36,Self-emp-not-inc,98,18,Married-spouse-absent,i,Other-relative,Black,Female,17,60,44,0
62,?,87,58,Widowed,u,Not-in-family,Asian-Pac-Islander,Male,23,12,72,1
4,Local-gov,74,98,Separated,k,Husband,Amer-Indian-Eskimo,Female,62,48,36,0
77,Never-worked,36,34,Separated,u,Not-in-family,Other,Male,3,90,32,1
30,Federal-gov,77,37,Widowed,n,Wife,Other,Female,19,82,1,1
87,Federal-gov,6,33,Married-civ-spouse,c,Own-child,White,Male,85,93,56,0
98,Without-pay,21,67,Divorced,z,Husband,Asian-Pac-Islander,Male,17,28,87,0
35,Without-pay,45,72,Never-married,y,Unmarried,White,Female,49,49,85,0
73,State-gov,51,2,Married-civ-spouse,r,Unmarried,Amer-Indian-Eskimo,Female,5,69,78,0
90,Federal-gov,9,46,Divorced,o,Own-child,Asian-Pac-Islander,Male,2,66,11,1
55,Self-emp-not-inc,16,85,Married-civ-spouse,g,Other-relative,Black,Female,16,62,20,1
26,Never-worked,31,23,Married-AF-spouse,q,Other-relative,Asian-Pac-Islander,Female,61,39,41,1
22,Never-worked,83,99,Married-spouse-absent,b,Own-child,Amer-Indian-Eskimo,Female,46,10,39,1
76,Self-emp-not-inc,68,60,Widowed,l,Husband,Other,Male,43,24,68,0
79,State-gov,33,71,Widowed,z,Own-child,Amer-Indian-Eskimo,Male,65,90,62,0
98,State-gov,37,3,Widowed,b,Wife,Amer-Indian-Eskimo,Female,10,16,75,0
90,Private,76,29,Married-civ-spouse,u,Husband,Amer-Indian-Eskimo,Male,33,36,54,0
51,Local-gov,8,90,Divorced,k,Husband,Black,Female,29,87,46,1
46,Local-gov,19,69,Never-married,t,Not-in-family,Black,Female,52,56,22,0
80,Private,33,89,Separated,k,Wife,White,Female,40,25,32,1
61,?,63,27,Married-civ-spouse,q,Other-relative,White,Male,1,27,61,1
60,Federal-gov,1,35,Married-AF-spouse,u,Wife,Amer-Indian-Eskimo,Female,35,22,31,0
47,Self-emp-inc,14,24,Married-AF-spouse,n,Wife,White,Female,33,28,67,1
0,Never-worked,73,13,Separated,b,Not-in-family,Black,Male,80,19,40,1
10,Self-emp-not-inc,55,87,Separated,s,Not-in-family,Asian-Pac-Islander,Male,22,53,47,1
75,Local-gov,23,33,Married-AF-spouse,a,Own-child,Amer-Indian-Eskimo,Male,12,48,81,1
13,State-gov,97,96,Widowed,i,Wife,Asian-Pac-Islander,Male,81,78,30,1
